"genres","href","id","name","popularity","type","uri","external_urls.spotify","followers.href","followers.total","range","rangenum","rank","userName"
"barbadian pop, dance pop, pop, pop rap, urban contemporary","https://api.spotify.com/v1/artists/5pKCCKE2ajJHZ9KAiaK11H","5pKCCKE2ajJHZ9KAiaK11H","Rihanna",92,"artist","spotify:artist:5pKCCKE2ajJHZ9KAiaK11H","https://open.spotify.com/artist/5pKCCKE2ajJHZ9KAiaK11H",NA,47498223,"short",1,18,"desu"
"alternative pop rock, pop","https://api.spotify.com/v1/artists/6USv9qhCn6zfxlBQIYJ9qs","6USv9qhCn6zfxlBQIYJ9qs","Dominic Fike",80,"artist","spotify:artist:6USv9qhCn6zfxlBQIYJ9qs","https://open.spotify.com/artist/6USv9qhCn6zfxlBQIYJ9qs",NA,843278,"short",1,19,"desu"
"bergen indie, electropop, nz pop","https://api.spotify.com/v1/artists/6hk7Yq1DU9QcCCrz9uc0Ti","6hk7Yq1DU9QcCCrz9uc0Ti","Kimbra",71,"artist","spotify:artist:6hk7Yq1DU9QcCCrz9uc0Ti","https://open.spotify.com/artist/6hk7Yq1DU9QcCCrz9uc0Ti",NA,379658,"short",1,20,"desu"
"alt z, indie pop, pop","https://api.spotify.com/v1/artists/4tuJ0bMpJh08umKkEXKUI5","4tuJ0bMpJh08umKkEXKUI5","Gracie Abrams",71,"artist","spotify:artist:4tuJ0bMpJh08umKkEXKUI5","https://open.spotify.com/artist/4tuJ0bMpJh08umKkEXKUI5",NA,358816,"short",1,21,"desu"
"dance pop, pop","https://api.spotify.com/v1/artists/5cj0lLjcoR7YOSnhnX0Po5","5cj0lLjcoR7YOSnhnX0Po5","Doja Cat",94,"artist","spotify:artist:5cj0lLjcoR7YOSnhnX0Po5","https://open.spotify.com/artist/5cj0lLjcoR7YOSnhnX0Po5",NA,16353815,"short",1,22,"desu"
"pop","https://api.spotify.com/v1/artists/06HL4z0CvFAxyc27GXpf02","06HL4z0CvFAxyc27GXpf02","Taylor Swift",98,"artist","spotify:artist:06HL4z0CvFAxyc27GXpf02","https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02",NA,50080165,"mid",2,1,"desu"
"british soul, pop, pop soul, uk pop","https://api.spotify.com/v1/artists/4dpARuHxo51G3z768sgnrY","4dpARuHxo51G3z768sgnrY","Adele",92,"artist","spotify:artist:4dpARuHxo51G3z768sgnrY","https://open.spotify.com/artist/4dpARuHxo51G3z768sgnrY",NA,35074052,"mid",2,2,"desu"
"alt z, indie pop, pop","https://api.spotify.com/v1/artists/4tuJ0bMpJh08umKkEXKUI5","4tuJ0bMpJh08umKkEXKUI5","Gracie Abrams",71,"artist","spotify:artist:4tuJ0bMpJh08umKkEXKUI5","https://open.spotify.com/artist/4tuJ0bMpJh08umKkEXKUI5",NA,358816,"mid",2,3,"desu"
"dance pop, pop, post-teen pop","https://api.spotify.com/v1/artists/0C8ZW7ezQVs4URX5aX7Kqx","0C8ZW7ezQVs4URX5aX7Kqx","Selena Gomez",86,"artist","spotify:artist:0C8ZW7ezQVs4URX5aX7Kqx","https://open.spotify.com/artist/0C8ZW7ezQVs4URX5aX7Kqx",NA,33589068,"mid",2,4,"desu"
"canadian contemporary r&b, canadian pop, pop","https://api.spotify.com/v1/artists/1Xyo4u8uXC1ZmMpatF05PJ","1Xyo4u8uXC1ZmMpatF05PJ","The Weeknd",98,"artist","spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ","https://open.spotify.com/artist/1Xyo4u8uXC1ZmMpatF05PJ",NA,42485059,"mid",2,5,"desu"
"alt z, electropop, la indie, pop","https://api.spotify.com/v1/artists/37M5pPGs6V1fchFJSgCguX","37M5pPGs6V1fchFJSgCguX","FINNEAS",75,"artist","spotify:artist:37M5pPGs6V1fchFJSgCguX","https://open.spotify.com/artist/37M5pPGs6V1fchFJSgCguX",NA,1562651,"mid",2,6,"desu"
"barbadian pop, dance pop, pop, pop rap, urban contemporary","https://api.spotify.com/v1/artists/5pKCCKE2ajJHZ9KAiaK11H","5pKCCKE2ajJHZ9KAiaK11H","Rihanna",92,"artist","spotify:artist:5pKCCKE2ajJHZ9KAiaK11H","https://open.spotify.com/artist/5pKCCKE2ajJHZ9KAiaK11H",NA,47498223,"mid",2,7,"desu"
"bedroom pop, indie pop","https://api.spotify.com/v1/artists/0SwK6bwzmGkViNoxSbJ5Mk","0SwK6bwzmGkViNoxSbJ5Mk","LAUNDRY DAY",52,"artist","spotify:artist:0SwK6bwzmGkViNoxSbJ5Mk","https://open.spotify.com/artist/0SwK6bwzmGkViNoxSbJ5Mk",NA,44524,"mid",2,8,"desu"
"boy band, pop, post-teen pop, talent show","https://api.spotify.com/v1/artists/4AK6F7OLvEQ5QYCBNiQWHq","4AK6F7OLvEQ5QYCBNiQWHq","One Direction",88,"artist","spotify:artist:4AK6F7OLvEQ5QYCBNiQWHq","https://open.spotify.com/artist/4AK6F7OLvEQ5QYCBNiQWHq",NA,25103235,"mid",2,9,"desu"
"alt z, dance pop, electropop, pop, post-teen pop","https://api.spotify.com/v1/artists/2kRfqPViCqYdSGhYSM9R0Q","2kRfqPViCqYdSGhYSM9R0Q","Madison Beer",78,"artist","spotify:artist:2kRfqPViCqYdSGhYSM9R0Q","https://open.spotify.com/artist/2kRfqPViCqYdSGhYSM9R0Q",NA,4559711,"mid",2,10,"desu"
"art pop, electropop, pop","https://api.spotify.com/v1/artists/6qqNVTkY8uBg9cP3Jd7DAH","6qqNVTkY8uBg9cP3Jd7DAH","Billie Eilish",92,"artist","spotify:artist:6qqNVTkY8uBg9cP3Jd7DAH","https://open.spotify.com/artist/6qqNVTkY8uBg9cP3Jd7DAH",NA,58294124,"mid",2,11,"desu"
"dance pop, pop, post-teen pop","https://api.spotify.com/v1/artists/6jJ0s89eD6GaHleKKya26X","6jJ0s89eD6GaHleKKya26X","Katy Perry",88,"artist","spotify:artist:6jJ0s89eD6GaHleKKya26X","https://open.spotify.com/artist/6jJ0s89eD6GaHleKKya26X",NA,20804154,"mid",2,12,"desu"
"dance pop, pop","https://api.spotify.com/v1/artists/66CXWjxzNUsdJxJ2JdwvnR","66CXWjxzNUsdJxJ2JdwvnR","Ariana Grande",93,"artist","spotify:artist:66CXWjxzNUsdJxJ2JdwvnR","https://open.spotify.com/artist/66CXWjxzNUsdJxJ2JdwvnR",NA,76836410,"mid",2,13,"desu"
"jazz blues, soul, soul jazz, torch song, vocal jazz","https://api.spotify.com/v1/artists/7G1GBhoKtEPnP86X2PvEYO","7G1GBhoKtEPnP86X2PvEYO","Nina Simone",72,"artist","spotify:artist:7G1GBhoKtEPnP86X2PvEYO","https://open.spotify.com/artist/7G1GBhoKtEPnP86X2PvEYO",NA,2413775,"mid",2,14,"desu"
"dance pop, pop","https://api.spotify.com/v1/artists/5cj0lLjcoR7YOSnhnX0Po5","5cj0lLjcoR7YOSnhnX0Po5","Doja Cat",94,"artist","spotify:artist:5cj0lLjcoR7YOSnhnX0Po5","https://open.spotify.com/artist/5cj0lLjcoR7YOSnhnX0Po5",NA,16353815,"mid",2,15,"desu"
"indie poptimism, pop","https://api.spotify.com/v1/artists/2feDdbD5araYcm6JhFHHw7","2feDdbD5araYcm6JhFHHw7","Labrinth",89,"artist","spotify:artist:2feDdbD5araYcm6JhFHHw7","https://open.spotify.com/artist/2feDdbD5araYcm6JhFHHw7",NA,2130950,"mid",2,16,"desu"
"alternative r&b, art pop, escape room, indie soul, la pop","https://api.spotify.com/v1/artists/5W10uJRsbt9bROJDKoI1Wn","5W10uJRsbt9bROJDKoI1Wn","Moses Sumney",60,"artist","spotify:artist:5W10uJRsbt9bROJDKoI1Wn","https://open.spotify.com/artist/5W10uJRsbt9bROJDKoI1Wn",NA,303391,"mid",2,17,"desu"
"alternative r&b, dance pop, pop, post-teen pop, r&b, urban contemporary","https://api.spotify.com/v1/artists/0AsThoR4KZSVktALiNcQwW","0AsThoR4KZSVktALiNcQwW","Chloe x Halle",66,"artist","spotify:artist:0AsThoR4KZSVktALiNcQwW","https://open.spotify.com/artist/0AsThoR4KZSVktALiNcQwW",NA,1571762,"mid",2,18,"desu"
"pop","https://api.spotify.com/v1/artists/1McMsnEElThX1knmY4oliG","1McMsnEElThX1knmY4oliG","Olivia Rodrigo",90,"artist","spotify:artist:1McMsnEElThX1knmY4oliG","https://open.spotify.com/artist/1McMsnEElThX1knmY4oliG",NA,14511420,"mid",2,19,"desu"
"adult standards, mellow gold, soft rock","https://api.spotify.com/v1/artists/7jmTilWYlKOuavFfmQAcu6","7jmTilWYlKOuavFfmQAcu6","Barbra Streisand",68,"artist","spotify:artist:7jmTilWYlKOuavFfmQAcu6","https://open.spotify.com/artist/7jmTilWYlKOuavFfmQAcu6",NA,1123682,"mid",2,20,"desu"
"modern indie pop","https://api.spotify.com/v1/artists/1AaSeUFzwt47HhkGtWE1xn","1AaSeUFzwt47HhkGtWE1xn","Eddie Benjamin",51,"artist","spotify:artist:1AaSeUFzwt47HhkGtWE1xn","https://open.spotify.com/artist/1AaSeUFzwt47HhkGtWE1xn",NA,21319,"mid",2,21,"desu"
"dance pop, pop, post-teen pop","https://api.spotify.com/v1/artists/5YGY8feqx7naU7z4HrwZM6","5YGY8feqx7naU7z4HrwZM6","Miley Cyrus",86,"artist","spotify:artist:5YGY8feqx7naU7z4HrwZM6","https://open.spotify.com/artist/5YGY8feqx7naU7z4HrwZM6",NA,17523163,"mid",2,22,"desu"
"dance pop, pop, uk pop","https://api.spotify.com/v1/artists/6M2wZ9GZgrQXHCFfjv46we","6M2wZ9GZgrQXHCFfjv46we","Dua Lipa",93,"artist","spotify:artist:6M2wZ9GZgrQXHCFfjv46we","https://open.spotify.com/artist/6M2wZ9GZgrQXHCFfjv46we",NA,32571020,"mid",2,23,"desu"
"alt z","https://api.spotify.com/v1/artists/2bp65KnFOIsIosBoqPzvNL","2bp65KnFOIsIosBoqPzvNL","ROSIE",59,"artist","spotify:artist:2bp65KnFOIsIosBoqPzvNL","https://open.spotify.com/artist/2bp65KnFOIsIosBoqPzvNL",NA,92418,"mid",2,24,"desu"
"chill r&b, indie r&b, r&b","https://api.spotify.com/v1/artists/7f9KxQWD88MZrSY6jc0zoW","7f9KxQWD88MZrSY6jc0zoW","Nija",52,"artist","spotify:artist:7f9KxQWD88MZrSY6jc0zoW","https://open.spotify.com/artist/7f9KxQWD88MZrSY6jc0zoW",NA,16400,"mid",2,25,"desu"
"alt z, dance pop, electropop, indie poptimism, modern rock, pop, post-teen pop, talent show","https://api.spotify.com/v1/artists/1o2NpYGqHiCq7FoiYdyd1x","1o2NpYGqHiCq7FoiYdyd1x","Bea Miller",75,"artist","spotify:artist:1o2NpYGqHiCq7FoiYdyd1x","https://open.spotify.com/artist/1o2NpYGqHiCq7FoiYdyd1x",NA,2612904,"mid",2,26,"desu"
"dance pop, pop, r&b","https://api.spotify.com/v1/artists/6vWDO969PvNqNYHIOW5v0m","6vWDO969PvNqNYHIOW5v0m","Beyoncé",87,"artist","spotify:artist:6vWDO969PvNqNYHIOW5v0m","https://open.spotify.com/artist/6vWDO969PvNqNYHIOW5v0m",NA,30560851,"mid",2,27,"desu"
"pop, r&b","https://api.spotify.com/v1/artists/57LYzLEk2LcFghVwuWbcuS","57LYzLEk2LcFghVwuWbcuS","Summer Walker",82,"artist","spotify:artist:57LYzLEk2LcFghVwuWbcuS","https://open.spotify.com/artist/57LYzLEk2LcFghVwuWbcuS",NA,3297293,"mid",2,28,"desu"
"chicago rap, rap","https://api.spotify.com/v1/artists/5K4W6rqBFWDnAN6FQUkS6x","5K4W6rqBFWDnAN6FQUkS6x","Kanye West",96,"artist","spotify:artist:5K4W6rqBFWDnAN6FQUkS6x","https://open.spotify.com/artist/5K4W6rqBFWDnAN6FQUkS6x",NA,16631180,"mid",2,29,"desu"
"deep new americana, indie pop, modern rock","https://api.spotify.com/v1/artists/0xPoVNPnxIIUS1vrxAYV00","0xPoVNPnxIIUS1vrxAYV00","Del Water Gap",61,"artist","spotify:artist:0xPoVNPnxIIUS1vrxAYV00","https://open.spotify.com/artist/0xPoVNPnxIIUS1vrxAYV00",NA,71968,"mid",2,30,"desu"
"hollywood, pop, show tunes","https://api.spotify.com/v1/artists/6qGkLCMQkNGOJ079iEcC5k","6qGkLCMQkNGOJ079iEcC5k","Ben Platt",71,"artist","spotify:artist:6qGkLCMQkNGOJ079iEcC5k","https://open.spotify.com/artist/6qGkLCMQkNGOJ079iEcC5k",NA,432967,"mid",2,31,"desu"
"afro dancehall, dancehall, nigerian hip hop, nigerian pop","https://api.spotify.com/v1/artists/3wcj11K77LjEY1PkEazffa","3wcj11K77LjEY1PkEazffa","Burna Boy",78,"artist","spotify:artist:3wcj11K77LjEY1PkEazffa","https://open.spotify.com/artist/3wcj11K77LjEY1PkEazffa",NA,1956123,"mid",2,32,"desu"
"alternative r&b, indie soul, uk alternative pop","https://api.spotify.com/v1/artists/53KwLdlmrlCelAZMaLVZqU","53KwLdlmrlCelAZMaLVZqU","James Blake",73,"artist","spotify:artist:53KwLdlmrlCelAZMaLVZqU","https://open.spotify.com/artist/53KwLdlmrlCelAZMaLVZqU",NA,1253758,"mid",2,33,"desu"
"alt z, electropop, indie poptimism, indietronica, pop","https://api.spotify.com/v1/artists/7blXVKBSxdFZsIqlhdViKc","7blXVKBSxdFZsIqlhdViKc","Valley",65,"artist","spotify:artist:7blXVKBSxdFZsIqlhdViKc","https://open.spotify.com/artist/7blXVKBSxdFZsIqlhdViKc",NA,135123,"mid",2,34,"desu"
"alt z, bedroom pop, indie pop, pop","https://api.spotify.com/v1/artists/0HthCchcL0kVLHTr113Vk1","0HthCchcL0kVLHTr113Vk1","mxmtoon",72,"artist","spotify:artist:0HthCchcL0kVLHTr113Vk1","https://open.spotify.com/artist/0HthCchcL0kVLHTr113Vk1",NA,1606173,"mid",2,35,"desu"
"","https://api.spotify.com/v1/artists/2uPvD39GR2V7XlF5dvEZPI","2uPvD39GR2V7XlF5dvEZPI","SUGR?",46,"artist","spotify:artist:2uPvD39GR2V7XlF5dvEZPI","https://open.spotify.com/artist/2uPvD39GR2V7XlF5dvEZPI",NA,32337,"mid",2,36,"desu"
"bedroom pop, bubblegrunge, indie pop","https://api.spotify.com/v1/artists/35l9BRT7MXmM8bv2WDQiyB","35l9BRT7MXmM8bv2WDQiyB","beabadoobee",75,"artist","spotify:artist:35l9BRT7MXmM8bv2WDQiyB","https://open.spotify.com/artist/35l9BRT7MXmM8bv2WDQiyB",NA,936709,"mid",2,37,"desu"
"bedroom pop, indie pop, la indie","https://api.spotify.com/v1/artists/2sSGPbdZJkaSE2AbcGOACx","2sSGPbdZJkaSE2AbcGOACx","The Marías",70,"artist","spotify:artist:2sSGPbdZJkaSE2AbcGOACx","https://open.spotify.com/artist/2sSGPbdZJkaSE2AbcGOACx",NA,692795,"mid",2,38,"desu"
"indie pop, la pop","https://api.spotify.com/v1/artists/2HkSsS8O2U2gPhnCGVN5vn","2HkSsS8O2U2gPhnCGVN5vn","BETWEEN FRIENDS",65,"artist","spotify:artist:2HkSsS8O2U2gPhnCGVN5vn","https://open.spotify.com/artist/2HkSsS8O2U2gPhnCGVN5vn",NA,151842,"mid",2,39,"desu"
"dance pop, pop, post-teen pop","https://api.spotify.com/v1/artists/7nU4hB040gTmHm45YYMvqc","7nU4hB040gTmHm45YYMvqc","Hannah Montana",67,"artist","spotify:artist:7nU4hB040gTmHm45YYMvqc","https://open.spotify.com/artist/7nU4hB040gTmHm45YYMvqc",NA,3880512,"mid",2,40,"desu"
"","https://api.spotify.com/v1/artists/0YgZTREOQz8oOGVABXEoXi","0YgZTREOQz8oOGVABXEoXi","Boys World",46,"artist","spotify:artist:0YgZTREOQz8oOGVABXEoXi","https://open.spotify.com/artist/0YgZTREOQz8oOGVABXEoXi",NA,77709,"mid",2,41,"desu"
"alternative r&b, chill r&b, indie r&b, modern indie pop","https://api.spotify.com/v1/artists/6u6AbTVrbabv27DLcSrF8i","6u6AbTVrbabv27DLcSrF8i","Dreamer Isioma",63,"artist","spotify:artist:6u6AbTVrbabv27DLcSrF8i","https://open.spotify.com/artist/6u6AbTVrbabv27DLcSrF8i",NA,79238,"mid",2,42,"desu"
"alt z, dance pop, electropop, pop, post-teen pop","https://api.spotify.com/v1/artists/0ZED1XzwlLHW4ZaG4lOT6m","0ZED1XzwlLHW4ZaG4lOT6m","Julia Michaels",80,"artist","spotify:artist:0ZED1XzwlLHW4ZaG4lOT6m","https://open.spotify.com/artist/0ZED1XzwlLHW4ZaG4lOT6m",NA,4304330,"mid",2,43,"desu"
"hollywood","https://api.spotify.com/v1/artists/2HB65P72dFRiOKvbLLcil2","2HB65P72dFRiOKvbLLcil2","Meryl Streep",68,"artist","spotify:artist:2HB65P72dFRiOKvbLLcil2","https://open.spotify.com/artist/2HB65P72dFRiOKvbLLcil2",NA,75189,"mid",2,44,"desu"
"","https://api.spotify.com/v1/artists/2JymsYVZ5c5prv9mOdPB3p","2JymsYVZ5c5prv9mOdPB3p","Barlow & Bear",56,"artist","spotify:artist:2JymsYVZ5c5prv9mOdPB3p","https://open.spotify.com/artist/2JymsYVZ5c5prv9mOdPB3p",NA,17238,"mid",2,45,"desu"
"indie pop, tempe indie","https://api.spotify.com/v1/artists/3kE0TeA4n6FZD1UG6ctB0m","3kE0TeA4n6FZD1UG6ctB0m","Breakup Shoes",50,"artist","spotify:artist:3kE0TeA4n6FZD1UG6ctB0m","https://open.spotify.com/artist/3kE0TeA4n6FZD1UG6ctB0m",NA,31864,"mid",2,46,"desu"
"pop, pop r&b","https://api.spotify.com/v1/artists/6LuN9FCkKOj5PcnpouEgny","6LuN9FCkKOj5PcnpouEgny","Khalid",89,"artist","spotify:artist:6LuN9FCkKOj5PcnpouEgny","https://open.spotify.com/artist/6LuN9FCkKOj5PcnpouEgny",NA,14985663,"mid",2,47,"desu"
"lgbtq+ hip hop, pop","https://api.spotify.com/v1/artists/7jVv8c5Fj3E9VhNjxT4snq","7jVv8c5Fj3E9VhNjxT4snq","Lil Nas X",90,"artist","spotify:artist:7jVv8c5Fj3E9VhNjxT4snq","https://open.spotify.com/artist/7jVv8c5Fj3E9VhNjxT4snq",NA,9783119,"mid",2,48,"desu"
"alt z, gen z singer-songwriter, indie pop, modern indie pop","https://api.spotify.com/v1/artists/3gBjSrNsYzzbeo0nwsL21J","3gBjSrNsYzzbeo0nwsL21J","ella jane",54,"artist","spotify:artist:3gBjSrNsYzzbeo0nwsL21J","https://open.spotify.com/artist/3gBjSrNsYzzbeo0nwsL21J",NA,70995,"mid",2,49,"desu"
"alternative r&b, chill r&b, indie r&b, pop, pop r&b, post-teen pop, r&b, urban contemporary","https://api.spotify.com/v1/artists/0jUQSUOcM7lxVn5eVGTkzQ","0jUQSUOcM7lxVn5eVGTkzQ","Justine Skye",64,"artist","spotify:artist:0jUQSUOcM7lxVn5eVGTkzQ","https://open.spotify.com/artist/0jUQSUOcM7lxVn5eVGTkzQ",NA,553357,"mid",2,50,"desu"
"pop","https://api.spotify.com/v1/artists/06HL4z0CvFAxyc27GXpf02","06HL4z0CvFAxyc27GXpf02","Taylor Swift",98,"artist","spotify:artist:06HL4z0CvFAxyc27GXpf02","https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02",NA,50080165,"long",3,1,"desu"
"dance pop, pop, post-teen pop","https://api.spotify.com/v1/artists/0C8ZW7ezQVs4URX5aX7Kqx","0C8ZW7ezQVs4URX5aX7Kqx","Selena Gomez",86,"artist","spotify:artist:0C8ZW7ezQVs4URX5aX7Kqx","https://open.spotify.com/artist/0C8ZW7ezQVs4URX5aX7Kqx",NA,33589068,"long",3,2,"desu"
"broadway, hollywood, show tunes","https://api.spotify.com/v1/artists/4TbtUt49IMXEIMmNdifHb1","4TbtUt49IMXEIMmNdifHb1","Stephen Sondheim",51,"artist","spotify:artist:4TbtUt49IMXEIMmNdifHb1","https://open.spotify.com/artist/4TbtUt49IMXEIMmNdifHb1",NA,64354,"long",3,3,"desu"
"dance pop, pop","https://api.spotify.com/v1/artists/66CXWjxzNUsdJxJ2JdwvnR","66CXWjxzNUsdJxJ2JdwvnR","Ariana Grande",93,"artist","spotify:artist:66CXWjxzNUsdJxJ2JdwvnR","https://open.spotify.com/artist/66CXWjxzNUsdJxJ2JdwvnR",NA,76836410,"long",3,4,"desu"
"alt z, electropop, pop","https://api.spotify.com/v1/artists/63yrD80RY3RNEM2YDpUpO8","63yrD80RY3RNEM2YDpUpO8","Melanie Martinez",83,"artist","spotify:artist:63yrD80RY3RNEM2YDpUpO8","https://open.spotify.com/artist/63yrD80RY3RNEM2YDpUpO8",NA,12999172,"long",3,5,"desu"
"boy band, pop, post-teen pop, talent show","https://api.spotify.com/v1/artists/4AK6F7OLvEQ5QYCBNiQWHq","4AK6F7OLvEQ5QYCBNiQWHq","One Direction",88,"artist","spotify:artist:4AK6F7OLvEQ5QYCBNiQWHq","https://open.spotify.com/artist/4AK6F7OLvEQ5QYCBNiQWHq",NA,25103235,"long",3,6,"desu"
"dance pop, pop, post-teen pop","https://api.spotify.com/v1/artists/6S2OmqARrzebs0tKUEyXyp","6S2OmqARrzebs0tKUEyXyp","Demi Lovato",84,"artist","spotify:artist:6S2OmqARrzebs0tKUEyXyp","https://open.spotify.com/artist/6S2OmqARrzebs0tKUEyXyp",NA,21783521,"long",3,7,"desu"
"dance pop, pop, r&b","https://api.spotify.com/v1/artists/6vWDO969PvNqNYHIOW5v0m","6vWDO969PvNqNYHIOW5v0m","Beyoncé",87,"artist","spotify:artist:6vWDO969PvNqNYHIOW5v0m","https://open.spotify.com/artist/6vWDO969PvNqNYHIOW5v0m",NA,30560851,"long",3,8,"desu"
